Region Id,Region Data,Region Name,Region Abbreviation
197,8341000000,Somalia,SOM
198,NA,Somaliland,SOL
199,3.86727E+11,South Africa,ZAF
200,1.74436E+12,South Korea,KOR
201,1.49708E+12,Spain,ESP
202,89942000000,Sri Lanka,LKA
203,NA,St Barthelemy,BLM
204,NA,St-Martin,MAF
205,1118000000,St. Kitts and Nevis,KNA
206,NA,St. Pierre and Miquelon,SPM
207,903000000,St. Vin. and Gren.,VCT
208,82887395895,Sudan,SDN
209,3919000000,Suriname,SUR
210,5.7672E+11,Sweden,SWE
211,7.40702E+11,Switzerland,CHE
212,22163075121,Syria,SYR
213,6.33695E+11,Taiwan,TWN
214,7838000000,Tajikistan,TJK
215,64888000000,Tanzania,TZA
216,5.47431E+11,Thailand,THA
217,3413000000,Timor-Leste,TLS
218,6132000000,Togo,TGO
219,512000000,Tonga,TON
220,23235000000,Trinidad and Tobago,TTO
221,35150000000,Tunisia,TUN
222,8.09555E+11,Turkey,TUR
223,57059000000,Turkmenistan,TKM
224,917550492,Turks and Caicos Is.,TCA
225,NA,U.S. Virgin Is.,VIR
226,33620000000,Uganda,UGA
227,1.4717E+11,Ukraine,UKR
228,4.4913E+11,United Arab Emirates,ARE
229,2.92708E+12,United Kingdom,GBR
230,2.21981E+13,United States of America,USA
231,63421000000,Uruguay,URY
232,55482000000,Uzbekistan,UZB
233,994000000,Vanuatu,VUT
234,NA,Vatican,VAT
235,70106000000,Venezuela,VEN
236,2.82372E+11,Vietnam,VNM
237,NA,W. Sahara,SAH
238,NA,Wallis and Futuna Is.,WLF
239,31385000000,Yemen,YEM
240,25272000000,Zambia,ZMB
241,25812000000,Zimbabwe,ZWE
